aluno_id,nome_completo,genero,data_nascimento,curso_id,departamento,ano_matricula,estatuto,email_institucional,nacionalidade,regime
A01325,Leonor Cardoso,F,1991-11-19,MTR,DLC,2021,Ativo,a01325@ua.pt,Portugal,Ordinário
A01326,Carolina Fernandes,F,2007-03-19,LQ,DQ,2025,Ativo,a01326@ua.pt,Brasil,Ordinário
A01327,Leonor Rocha,F,1996-01-06,MFIN,DEGEIT,2022,Ativo,a01327@ua.pt,Portugal,Internacional
A01328,Matilde Ferreira,M,2000-05-07,LQ,DQ,2025,Ativo,a01328@ua.pt,Angola,Ordinário
A01329,Matilde Pereira,M,1992-11-08,LGT,DEGEIT,2019,Ativo,a01329@ua.pt,Portugal,Ordinário
A01330,Gonçalo Almeida,F,1999-07-07,LEM,DEGEIT,2025,Ativo,a01330@ua.pt,Portugal,Ordinário
A01331,Carolina Jesus,M,1990-03-17,MFIN,DEGEIT,2022,Ativo,a01331@ua.pt,Portugal,Ordinário
A01332,Pedro Neves,F,1993-03-05,MDS,DETI,2022,Ativo,a01332@ua.pt,Espanha,Ordinário
A01333,Matilde Oliveira,M,2000-05-19,LF,DF,2022,Desistência,a01333@ua.pt,Portugal,Ordinário
A01334,Leonor Ferreira,F,1997-02-15,MTR,DLC,2024,Ativo,a01334@ua.pt,Moçambique,Ordinário
A01335,Miguel Pereira,F,2005-07-26,LEB,DBIO,2020,Ativo,a01335@ua.pt,Portugal,Ordinário
A01336,Ana Rodrigues,F,1997-11-10,LPE,DEP,2022,Ativo,a01336@ua.pt,Portugal,Ordinário
A01337,Catarina Rocha,M,1998-03-28,MFIN,DEGEIT,2024,Desistência,a01337@ua.pt,Portugal,Ordinário
A01338,Luís Correia,F,2006-05-22,LT,DEGEIT,2022,Ativo,a01338@ua.pt,Portugal,Ordinário
A01339,Matilde Neves,M,2002-11-29,MMKT,DEGEIT,2022,Desistência,a01339@ua.pt,Portugal,Ordinário
A01340,Maria Neves,F,2007-07-28,LPE,DEP,2022,Desistência,a01340@ua.pt,Portugal,Ordinário
A01341,Diogo Monteiro,M,1991-09-30,LEI,DETI,2020,Ativo,a01341@ua.pt,Portugal,Ordinário
A01342,André Almeida,F,2002-07-25,LEM,DEGEIT,2024,Ativo,a01342@ua.pt,Portugal,Ordinário
A01343,Rodrigo Jesus,F,2003-07-31,MEC,DETI,2022,Desistência,a01343@ua.pt,Portugal,Ordinário
A01344,Catarina Monteiro,M,2005-08-04,MED,DEP,2022,Ativo,a01344@ua.pt,Portugal,Ordinário
A01345,Pedro Neves,M,2007-04-15,MDS,DETI,2023,Ativo,a01345@ua.pt,Portugal,Internacional
A01346,Ana Rodrigues,M,1998-05-24,LEB,DBIO,2021,Desistência,a01346@ua.pt,Portugal,Ordinário
A01347,Luís Cardoso,M,1997-05-14,LEI,DETI,2020,Concluído,a01347@ua.pt,Angola,Ordinário
A01348,Afonso Jesus,M,2004-05-23,MIEEC,DETI,2025,Ativo,a01348@ua.pt,Portugal,Ordinário
A01349,Leonor Rocha,M,2003-08-18,LEI,DETI,2024,Ativo,a01349@ua.pt,Portugal,Ordinário
A01350,Inês Ferreira,F,2005-10-29,LEI,DETI,2021,Concluído,a01350@ua.pt,Portugal,Ordinário
A01351,Catarina Jesus,M,2004-04-19,MIEEC,DETI,2020,Ativo,a01351@ua.pt,Moçambique,Ordinário
A01352,Rita Correia,M,2005-01-26,LEI,DETI,2023,Concluído,a01352@ua.pt,Portugal,Ordinário
A01353,Gonçalo Oliveira,M,1999-05-04,LEI,DETI,2020,Ativo,a01353@ua.pt,Portugal,Ordinário
A01354,Sofia Costa,F,1996-03-07,MED,DEP,2021,Ativo,a01354@ua.pt,Portugal,Ordinário
A01355,Diogo Correia,M,1996-02-21,LEI,DETI,2023,Ativo,a01355@ua.pt,Brasil,Ordinário
A01356,Maria Costa,F,1992-08-10,MED,DEP,2020,Ativo,a01356@ua.pt,Portugal,Ordinário
A01357,Beatriz Moreira,F,2007-09-10,LEI,DETI,2019,Ativo,a01357@ua.pt,Portugal,Ordinário
A01358,Matilde Oliveira,M,2005-04-09,LQ,DQ,2021,Ativo,a01358@ua.pt,Portugal,Ordinário
A01359,Sofia Martins,F,1996-04-04,LMAT,DMAT,2021,Ativo,a01359@ua.pt,Brasil,Ordinário
A01360,Luís Ferreira,F,1996-08-13,LEB,DBIO,2022,Ativo,a01360@ua.pt,Portugal,Ordinário
A01361,Tomás Vieira,M,2004-02-26,MDS,DETI,2021,Ativo,a01361@ua.pt,Portugal,Ordinário
A01362,Afonso Cardoso,M,2004-06-28,MFIN,DEGEIT,2022,Ativo,a01362@ua.pt,Portugal,Ordinário
A01363,Diogo Jesus,F,2001-07-06,LF,DF,2022,Ativo,a01363@ua.pt,Portugal,Ordinário
A01364,Beatriz Correia,M,1993-02-19,LPE,DEP,2024,Ativo,a01364@ua.pt,Portugal,Ordinário
A01365,Ana Costa,M,2005-09-23,MIEEC,DETI,2020,Ativo,a01365@ua.pt,Portugal,Ordinário
A01366,Catarina Costa,F,1998-01-11,LEM,DEGEIT,2023,Ativo,a01366@ua.pt,Portugal,Ordinário
A01367,Marta Jesus,M,2006-05-24,MED,DEP,2024,Ativo,a01367@ua.pt,Portugal,Ordinário
A01368,Marta Cardoso,M,1996-09-25,MTR,DLC,2020,Desistência,a01368@ua.pt,Portugal,Ordinário
A01369,Rita Sousa,M,2003-04-21,LF,DF,2019,Ativo,a01369@ua.pt,Brasil,Internacional
A01370,João Ferreira,F,1992-11-30,LEB,DBIO,2023,Concluído,a01370@ua.pt,Portugal,Ordinário
A01371,Filipa Oliveira,M,1998-11-18,MDS,DETI,2021,Ativo,a01371@ua.pt,Portugal,Ordinário
A01372,Sofia Ferreira,F,1994-02-21,LMAT,DMAT,2022,Concluído,a01372@ua.pt,Portugal,Ordinário
A01373,Leonor Rocha,F,2000-09-15,MDS,DETI,2021,Ativo,a01373@ua.pt,Portugal,Ordinário
A01374,Tiago Vieira,M,2000-05-24,MTR,DLC,2022,Concluído,a01374@ua.pt,Portugal,Ordinário
A01375,Filipa Monteiro,M,2007-05-06,LT,DEGEIT,2023,Concluído,a01375@ua.pt,Portugal,Ordinário
A01376,Mariana Costa,M,2005-01-09,MDS,DETI,2019,Ativo,a01376@ua.pt,Portugal,Ordinário
A01377,Rodrigo Martins,F,2003-09-11,MEC,DETI,2024,Concluído,a01377@ua.pt,Portugal,Ordinário
A01378,Rodrigo Costa,M,1999-10-07,LEB,DBIO,2020,Ativo,a01378@ua.pt,Portugal,Ordinário
A01379,Sofia Costa,M,1990-10-13,MMKT,DEGEIT,2022,Desistência,a01379@ua.pt,Portugal,Ordinário
A01380,Tiago Vieira,M,1991-11-08,LEM,DEGEIT,2023,Ativo,a01380@ua.pt,Portugal,Ordinário
A01381,Diogo Silva,F,2002-11-21,MEC,DETI,2025,Ativo,a01381@ua.pt,Portugal,Internacional
A01382,Luís Pereira,M,2007-04-20,MMKT,DEGEIT,2020,Ativo,a01382@ua.pt,Portugal,Ordinário
A01383,Catarina Gonçalves,M,2007-07-08,MED,DEP,2024,Ativo,a01383@ua.pt,Portugal,Ordinário
A01384,Miguel Correia,M,2005-02-18,MFIN,DEGEIT,2020,Ativo,a01384@ua.pt,Portugal,Ordinário
A01385,Tiago Almeida,M,1991-02-02,MED,DEP,2024,Ativo,a01385@ua.pt,Portugal,Ordinário
A01386,Ana Rocha,M,1999-07-20,MDS,DETI,2023,Ativo,a01386@ua.pt,Portugal,Ordinário
A01387,João Neves,F,2000-01-08,MFIN,DEGEIT,2023,Ativo,a01387@ua.pt,Portugal,Ordinário
A01388,Inês Oliveira,F,1993-12-06,MMKT,DEGEIT,2020,Ativo,a01388@ua.pt,Portugal,Ordinário
A01389,Matilde Cardoso,M,2000-04-10,LF,DF,2022,Concluído,a01389@ua.pt,Portugal,Ordinário
A01390,Matilde Pereira,M,1990-11-10,MEC,DETI,2021,Ativo,a01390@ua.pt,Portugal,Internacional
A01391,Ana Costa,M,2004-04-13,LGT,DEGEIT,2023,Ativo,a01391@ua.pt,Espanha,Ordinário
A01392,Carolina Neves,M,1992-08-11,LGT,DEGEIT,2021,Ativo,a01392@ua.pt,Portugal,Ordinário
A01393,Sofia Jesus,F,1998-05-24,LQ,DQ,2024,Ativo,a01393@ua.pt,Portugal,Ordinário
A01394,Filipa Sousa,F,2003-07-25,LF,DF,2024,Concluído,a01394@ua.pt,Portugal,Ordinário
A01395,Diogo Neves,M,2004-09-27,LEI,DETI,2021,Ativo,a01395@ua.pt,Portugal,Ordinário
A01396,Marta Ferreira,F,1995-01-16,LEM,DEGEIT,2019,Ativo,a01396@ua.pt,Portugal,Ordinário
A01397,Leonor Rocha,M,2004-03-28,MED,DEP,2023,Ativo,a01397@ua.pt,Portugal,Ordinário
A01398,Leonor Rodrigues,M,1993-05-28,MDS,DETI,2024,Concluído,a01398@ua.pt,Portugal,Ordinário
A01399,Tomás Ferreira,M,1999-01-14,MMKT,DEGEIT,2020,Ativo,a01399@ua.pt,Portugal,Ordinário
A01400,Carolina Fernandes,F,1994-08-28,MDS,DETI,2025,Ativo,a01400@ua.pt,Portugal,Ordinário
A01401,Sofia Silva,F,2004-01-01,LT,DEGEIT,2023,Ativo,a01401@ua.pt,Portugal,Ordinário
A01402,Mariana Pereira,F,1998-06-02,MTR,DLC,2025,Ativo,a01402@ua.pt,Portugal,Ordinário
A01403,Matilde Vieira,M,1994-01-03,LEM,DEGEIT,2021,Concluído,a01403@ua.pt,Portugal,Ordinário
A01404,Beatriz Pereira,M,2003-06-11,LEB,DBIO,2022,Ativo,a01404@ua.pt,Portugal,Ordinário
A01405,Diogo Sousa,M,1995-01-19,MEC,DETI,2024,Ativo,a01405@ua.pt,Brasil,Ordinário
A01406,Miguel Moreira,M,1996-06-20,LPE,DEP,2019,Ativo,a01406@ua.pt,Portugal,Ordinário
A01407,Sofia Rodrigues,M,2003-01-05,LEM,DEGEIT,2024,Desistência,a01407@ua.pt,Portugal,Ordinário
A01408,Miguel Neves,F,2003-06-13,LT,DEGEIT,2024,Desistência,a01408@ua.pt,Portugal,Ordinário
A01409,Rodrigo Vieira,F,1998-04-22,MTR,DLC,2019,Ativo,a01409@ua.pt,Portugal,Ordinário
A01410,Afonso Rodrigues,M,1998-04-12,LPE,DEP,2022,Ativo,a01410@ua.pt,Portugal,Ordinário
A01411,Filipa Neves,F,2002-12-15,LEI,DETI,2024,Ativo,a01411@ua.pt,Portugal,Ordinário
A01412,Miguel Costa,M,2001-03-21,LPE,DEP,2020,Concluído,a01412@ua.pt,Portugal,Ordinário
A01413,Sofia Cardoso,F,2006-10-16,LGT,DEGEIT,2020,Ativo,a01413@ua.pt,Moçambique,Ordinário
A01414,Mariana Rocha,M,1995-11-01,LGT,DEGEIT,2025,Ativo,a01414@ua.pt,Portugal,Ordinário
A01415,Afonso Cardoso,M,1998-12-08,MIEEC,DETI,2020,Ativo,a01415@ua.pt,Portugal,Ordinário
A01416,Tomás Pereira,F,1993-04-10,LEM,DEGEIT,2022,Ativo,a01416@ua.pt,Portugal,Ordinário
A01417,Tiago Fernandes,F,1995-06-15,MEC,DETI,2025,Ativo,a01417@ua.pt,Portugal,Ordinário
A01418,Afonso Moreira,F,2006-12-24,MTR,DLC,2022,Ativo,a01418@ua.pt,Portugal,Ordinário
A01419,Inês Cardoso,M,2003-05-02,LF,DF,2020,Concluído,a01419@ua.pt,Portugal,Ordinário
A01420,Afonso Costa,M,2006-01-04,MDS,DETI,2022,Ativo,a01420@ua.pt,Portugal,Ordinário
A01421,Carolina Vieira,M,1993-06-19,MED,DEP,2021,Ativo,a01421@ua.pt,Portugal,Ordinário
A01422,Matilde Cardoso,M,1993-04-30,LEB,DBIO,2019,Ativo,a01422@ua.pt,Portugal,Internacional
A01423,Rodrigo Oliveira,M,2003-11-15,MMKT,DEGEIT,2021,Desistência,a01423@ua.pt,Portugal,Ordinário
A01424,Leonor Costa,M,2000-11-19,MDS,DETI,2021,Concluído,a01424@ua.pt,Portugal,Ordinário
A01425,Inês Jesus,M,1995-01-16,LGT,DEGEIT,2023,Ativo,a01425@ua.pt,Portugal,Ordinário
A01426,Rodrigo Silva,F,1997-12-30,LEM,DEGEIT,2025,Ativo,a01426@ua.pt,Brasil,Ordinário
A01427,Tiago Fernandes,F,1998-02-26,LQ,DQ,2020,Ativo,a01427@ua.pt,Portugal,Ordinário
A01428,Luís Costa,F,2000-01-07,LGT,DEGEIT,2025,Ativo,a01428@ua.pt,Portugal,Ordinário
A01429,Mariana Jesus,F,2005-06-20,LQ,DQ,2024,Ativo,a01429@ua.pt,Portugal,Ordinário
A01430,Pedro Martins,F,1992-12-21,LEB,DBIO,2025,Ativo,a01430@ua.pt,Portugal,Ordinário
A01431,João Fernandes,M,1992-03-16,MTR,DLC,2025,Concluído,a01431@ua.pt,Portugal,Ordinário
A01432,Tiago Rocha,F,1999-11-30,MTR,DLC,2020,Ativo,a01432@ua.pt,Portugal,Ordinário
A01433,Tiago Moreira,F,2003-01-18,LMAT,DMAT,2024,Concluído,a01433@ua.pt,Portugal,Ordinário
A01434,Leonor Costa,F,1995-08-25,MED,DEP,2024,Ativo,a01434@ua.pt,Portugal,Ordinário
A01435,Luís Rocha,M,1995-12-05,LMAT,DMAT,2025,Ativo,a01435@ua.pt,Portugal,Ordinário
A01436,Gonçalo Almeida,F,2000-12-08,LEM,DEGEIT,2019,Ativo,a01436@ua.pt,Portugal,Ordinário
A01437,Filipa Rocha,M,1992-02-14,MFIN,DEGEIT,2024,Ativo,a01437@ua.pt,Brasil,Ordinário
A01438,Miguel Cardoso,F,1994-10-13,LEM,DEGEIT,2023,Ativo,a01438@ua.pt,Portugal,Ordinário
A01439,André Costa,F,1997-04-06,LEB,DBIO,2021,Ativo,a01439@ua.pt,Brasil,Ordinário
A01440,Sofia Jesus,M,2001-08-01,LPE,DEP,2024,Ativo,a01440@ua.pt,Portugal,Ordinário
A01441,Beatriz Fernandes,M,1993-04-02,LMAT,DMAT,2023,Ativo,a01441@ua.pt,Portugal,Ordinário
A01442,Sofia Gonçalves,M,1990-02-16,MMKT,DEGEIT,2024,Ativo,a01442@ua.pt,Portugal,Ordinário
A01443,Afonso Jesus,M,1990-06-09,MED,DEP,2021,Ativo,a01443@ua.pt,Portugal,Ordinário
A01444,Catarina Rodrigues,M,2007-09-28,MEC,DETI,2023,Ativo,a01444@ua.pt,Portugal,Ordinário
A01445,Miguel Almeida,M,1992-05-25,MED,DEP,2020,Ativo,a01445@ua.pt,Espanha,Ordinário
A01446,Mariana Correia,M,2005-06-05,MIEEC,DETI,2025,Ativo,a01446@ua.pt,Portugal,Ordinário
A01447,Carolina Pereira,M,2002-01-24,MEC,DETI,2023,Ativo,a01447@ua.pt,Portugal,Trabalhador-Estudante
A01448,Inês Correia,M,2007-05-22,LGT,DEGEIT,2024,Concluído,a01448@ua.pt,Portugal,Ordinário
A01449,Filipa Jesus,M,1995-07-02,LGT,DEGEIT,2023,Ativo,a01449@ua.pt,Portugal,Ordinário
A01450,Afonso Fernandes,F,2007-04-27,LEI,DETI,2020,Concluído,a01450@ua.pt,Espanha,Ordinário
A01451,Diogo Gonçalves,F,1994-02-17,MED,DEP,2023,Ativo,a01451@ua.pt,Portugal,Ordinário
A01452,Rodrigo Monteiro,M,2003-07-16,LF,DF,2019,Ativo,a01452@ua.pt,Portugal,Ordinário
A01453,Sofia Santos,F,2001-06-28,MIEEC,DETI,2023,Ativo,a01453@ua.pt,Espanha,Ordinário
A01454,Matilde Ferreira,M,1996-05-04,MEC,DETI,2023,Ativo,a01454@ua.pt,Portugal,Internacional
A01455,Maria Correia,F,2007-11-30,LEM,DEGEIT,2025,Concluído,a01455@ua.pt,Angola,Ordinário
A01456,Diogo Moreira,F,2007-03-17,LEB,DBIO,2024,Concluído,a01456@ua.pt,Brasil,Internacional
A01457,Miguel Moreira,M,1991-08-22,LT,DEGEIT,2021,Ativo,a01457@ua.pt,Portugal,Ordinário
A01458,André Silva,F,1999-01-02,MFIN,DEGEIT,2022,Ativo,a01458@ua.pt,Portugal,Ordinário
A01459,Rodrigo Rodrigues,M,1994-12-31,LT,DEGEIT,2023,Ativo,a01459@ua.pt,Portugal,Ordinário
A01460,Rita Pereira,F,1994-03-28,MDS,DETI,2021,Ativo,a01460@ua.pt,Portugal,Ordinário
A01461,Miguel Fernandes,F,2002-02-11,MIEEC,DETI,2023,Desistência,a01461@ua.pt,Angola,Ordinário
A01462,Marta Rodrigues,M,1993-08-30,LEB,DBIO,2024,Desistência,a01462@ua.pt,Portugal,Ordinário
A01463,Matilde Rodrigues,F,1998-05-31,MED,DEP,2019,Ativo,a01463@ua.pt,Portugal,Ordinário
A01464,Tiago Ferreira,F,1994-08-12,MMKT,DEGEIT,2023,Ativo,a01464@ua.pt,Cabo Verde,Ordinário
A01465,Leonor Neves,F,2006-12-21,LEM,DEGEIT,2022,Ativo,a01465@ua.pt,Portugal,Internacional
A01466,Beatriz Almeida,F,1994-09-20,MFIN,DEGEIT,2020,Concluído,a01466@ua.pt,Portugal,Ordinário
A01467,André Pereira,F,1990-03-01,MED,DEP,2023,Concluído,a01467@ua.pt,Portugal,Trabalhador-Estudante
A01468,Afonso Ferreira,M,2004-08-16,LGT,DEGEIT,2023,Ativo,a01468@ua.pt,Portugal,Ordinário
A01469,Marta Costa,F,1996-02-29,MTR,DLC,2023,Ativo,a01469@ua.pt,Portugal,Ordinário
A01470,João Neves,F,2005-08-04,LT,DEGEIT,2024,Concluído,a01470@ua.pt,Portugal,Ordinário
A01471,Sofia Costa,M,2003-11-08,LMAT,DMAT,2024,Concluído,a01471@ua.pt,Portugal,Ordinário
A01472,Ana Almeida,F,1998-03-10,LT,DEGEIT,2020,Concluído,a01472@ua.pt,Portugal,Ordinário
A01473,Ana Fernandes,M,2003-12-13,MDS,DETI,2023,Ativo,a01473@ua.pt,Portugal,Ordinário
A01474,Mariana Cardoso,M,1991-01-16,LT,DEGEIT,2025,Ativo,a01474@ua.pt,Portugal,Ordinário
A01475,Tiago Almeida,F,1992-01-25,MDS,DETI,2024,Desistência,a01475@ua.pt,Portugal,Ordinário
A01476,Leonor Jesus,F,2003-07-13,MED,DEP,2019,Ativo,a01476@ua.pt,Portugal,Ordinário
A01477,Tomás Rodrigues,F,2000-09-19,MDS,DETI,2025,Ativo,a01477@ua.pt,Portugal,Ordinário
A01478,Afonso Vieira,F,2004-10-14,LT,DEGEIT,2020,Ativo,a01478@ua.pt,Portugal,Ordinário
A01479,Carolina Fernandes,F,1995-08-16,LQ,DQ,2021,Ativo,a01479@ua.pt,Portugal,Ordinário
A01480,Inês Correia,F,1997-05-10,LF,DF,2024,Ativo,a01480@ua.pt,Portugal,Ordinário
A01481,Ana Oliveira,F,2007-10-25,MMKT,DEGEIT,2021,Desistência,a01481@ua.pt,Portugal,Ordinário
A01482,Leonor Almeida,F,1998-11-25,LQ,DQ,2023,Ativo,a01482@ua.pt,Brasil,Ordinário
A01483,Catarina Moreira,M,1994-10-26,MMKT,DEGEIT,2024,Ativo,a01483@ua.pt,Portugal,Ordinário
A01484,Leonor Rocha,M,1994-03-07,MEC,DETI,2022,Ativo,a01484@ua.pt,Portugal,Ordinário
A01485,Ana Rocha,M,1991-06-02,MEC,DETI,2023,Ativo,a01485@ua.pt,Portugal,Ordinário
A01486,Beatriz Sousa,F,1992-09-12,MED,DEP,2022,Ativo,a01486@ua.pt,Portugal,Ordinário
A01487,Filipa Martins,F,1998-12-01,LGT,DEGEIT,2025,Ativo,a01487@ua.pt,Portugal,Ordinário
A01488,Catarina Gonçalves,F,2002-08-17,MDS,DETI,2025,Ativo,a01488@ua.pt,Portugal,Ordinário
A01489,Rodrigo Neves,M,1993-07-24,LPE,DEP,2020,Ativo,a01489@ua.pt,Portugal,Trabalhador-Estudante
A01490,André Sousa,M,1994-07-15,LT,DEGEIT,2022,Ativo,a01490@ua.pt,Portugal,Ordinário
A01491,Carolina Silva,M,2000-06-30,MFIN,DEGEIT,2023,Ativo,a01491@ua.pt,Portugal,Ordinário
A01492,Sofia Oliveira,F,2006-06-14,LMAT,DMAT,2020,Ativo,a01492@ua.pt,Portugal,Ordinário
A01493,André Correia,M,2007-08-21,LQ,DQ,2021,Ativo,a01493@ua.pt,Portugal,Ordinário
A01494,Tiago Correia,F,1996-03-12,LGT,DEGEIT,2021,Concluído,a01494@ua.pt,Espanha,Ordinário
A01495,Ana Pereira,F,2005-01-28,MED,DEP,2022,Concluído,a01495@ua.pt,Portugal,Ordinário
A01496,Tiago Rocha,F,2004-10-24,MTR,DLC,2024,Ativo,a01496@ua.pt,Portugal,Ordinário
A01497,Luís Pereira,M,1996-02-08,LGT,DEGEIT,2020,Ativo,a01497@ua.pt,Portugal,Ordinário
A01498,Tiago Ferreira,M,2007-01-05,LPE,DEP,2022,Ativo,a01498@ua.pt,Moçambique,Ordinário
A01499,Sofia Monteiro,F,2004-11-29,MDS,DETI,2025,Concluído,a01499@ua.pt,Portugal,Ordinário
A01500,Filipa Jesus,M,1995-08-24,LF,DF,2025,Ativo,a01500@ua.pt,Moçambique,Ordinário
A01501,Sofia Jesus,M,1995-06-12,LEM,DEGEIT,2025,Ativo,a01501@ua.pt,Portugal,Ordinário
A01502,Filipa Vieira,M,2003-08-10,MTR,DLC,2025,Concluído,a01502@ua.pt,Portugal,Ordinário
A01503,Filipa Neves,F,1992-08-20,LEM,DEGEIT,2022,Ativo,a01503@ua.pt,Portugal,Ordinário
A01504,Tomás Cardoso,M,2004-07-06,MIEEC,DETI,2024,Concluído,a01504@ua.pt,Portugal,Ordinário
A01505,Miguel Pereira,F,1994-11-05,MFIN,DEGEIT,2021,Ativo,a01505@ua.pt,Portugal,Ordinário
A01506,Beatriz Gonçalves,M,1995-09-08,LEI,DETI,2023,Concluído,a01506@ua.pt,Cabo Verde,Ordinário
A01507,Rodrigo Jesus,F,1997-04-12,MED,DEP,2024,Ativo,a01507@ua.pt,Portugal,Ordinário
A01508,Rita Almeida,M,2006-11-24,MEC,DETI,2023,Concluído,a01508@ua.pt,Brasil,Ordinário
A01509,Maria Vieira,M,1996-11-10,LQ,DQ,2020,Concluído,a01509@ua.pt,Portugal,Ordinário
A01510,Leonor Gonçalves,M,1994-07-15,LPE,DEP,2022,Concluído,a01510@ua.pt,Portugal,Ordinário
A01511,Pedro Correia,F,1993-10-12,MDS,DETI,2023,Ativo,a01511@ua.pt,Portugal,Ordinário
A01512,Maria Neves,F,1998-12-05,LMAT,DMAT,2020,Ativo,a01512@ua.pt,Angola,Ordinário
A01513,André Oliveira,F,2006-01-21,LF,DF,2023,Ativo,a01513@ua.pt,Angola,Ordinário
A01514,João Martins,F,1997-04-06,LMAT,DMAT,2022,Ativo,a01514@ua.pt,Portugal,Ordinário
A01515,Marta Martins,F,2001-02-02,LF,DF,2022,Concluído,a01515@ua.pt,Brasil,Ordinário
A01516,Ana Neves,F,1990-04-12,LEB,DBIO,2022,Ativo,a01516@ua.pt,Portugal,Ordinário
A01517,Rodrigo Correia,M,1994-03-05,LEB,DBIO,2025,Ativo,a01517@ua.pt,Brasil,Internacional
A01518,Beatriz Martins,M,2007-12-25,LF,DF,2022,Ativo,a01518@ua.pt,Portugal,Ordinário
A01519,Tomás Oliveira,M,2005-10-03,LT,DEGEIT,2022,Concluído,a01519@ua.pt,Portugal,Trabalhador-Estudante
A01520,Afonso Rocha,M,1992-05-08,MTR,DLC,2022,Ativo,a01520@ua.pt,Brasil,Ordinário
A01521,Sofia Ferreira,F,2000-04-28,LF,DF,2024,Ativo,a01521@ua.pt,Espanha,Ordinário
A01522,Inês Ferreira,F,1997-10-18,MED,DEP,2025,Concluído,a01522@ua.pt,Portugal,Ordinário
A01523,Leonor Monteiro,M,2006-04-28,LF,DF,2019,Ativo,a01523@ua.pt,Portugal,Trabalhador-Estudante
A01524,Afonso Sousa,F,2004-11-04,MMKT,DEGEIT,2024,Ativo,a01524@ua.pt,Portugal,Ordinário
A01525,Tomás Fernandes,F,2007-03-10,MFIN,DEGEIT,2025,Desistência,a01525@ua.pt,Brasil,Internacional
A01526,Maria Neves,M,2003-03-06,MIEEC,DETI,2021,Concluído,a01526@ua.pt,Portugal,Ordinário
A01527,Ana Almeida,F,1995-08-01,LPE,DEP,2021,Concluído,a01527@ua.pt,Portugal,Ordinário
A01528,André Almeida,M,2002-11-16,LEM,DEGEIT,2024,Concluído,a01528@ua.pt,Portugal,Ordinário
A01529,Luís Almeida,M,1997-12-19,LEM,DEGEIT,2021,Ativo,a01529@ua.pt,Portugal,Ordinário
A01530,Tiago Cardoso,F,1997-11-17,LEB,DBIO,2020,Ativo,a01530@ua.pt,Portugal,Ordinário
A01531,Ana Cardoso,F,2005-04-24,MIEEC,DETI,2023,Ativo,a01531@ua.pt,Portugal,Ordinário
A01532,Rita Rodrigues,F,2007-12-11,LMAT,DMAT,2023,Concluído,a01532@ua.pt,Portugal,Ordinário
A01533,Tomás Costa,M,1992-03-05,LEB,DBIO,2021,Ativo,a01533@ua.pt,Brasil,Ordinário
A01534,Catarina Pereira,F,1999-12-26,LPE,DEP,2020,Ativo,a01534@ua.pt,Portugal,Ordinário
A01535,Rita Pereira,F,1997-10-30,LMAT,DMAT,2021,Ativo,a01535@ua.pt,Portugal,Ordinário
A01536,Tiago Rocha,M,2004-10-08,MEC,DETI,2024,Concluído,a01536@ua.pt,Portugal,Ordinário
A01537,João Gonçalves,F,2001-01-03,LT,DEGEIT,2021,Concluído,a01537@ua.pt,Portugal,Internacional
A01538,Miguel Cardoso,F,2001-08-29,MTR,DLC,2020,Ativo,a01538@ua.pt,Portugal,Ordinário
A01539,Pedro Sousa,F,1996-05-03,MMKT,DEGEIT,2023,Ativo,a01539@ua.pt,Espanha,Ordinário
A01540,Tiago Fernandes,M,1991-11-06,MFIN,DEGEIT,2025,Ativo,a01540@ua.pt,Portugal,Ordinário
A01541,Afonso Santos,M,2007-08-21,LMAT,DMAT,2022,Concluído,a01541@ua.pt,Portugal,Ordinário
A01542,Matilde Santos,M,2003-03-06,LGT,DEGEIT,2021,Ativo,a01542@ua.pt,Portugal,Ordinário
A01543,João Monteiro,M,1994-03-23,LMAT,DMAT,2023,Desistência,a01543@ua.pt,Portugal,Ordinário
A01544,Tiago Moreira,M,2005-04-11,LPE,DEP,2020,Concluído,a01544@ua.pt,Espanha,Trabalhador-Estudante
A01545,Tomás Neves,F,2006-01-06,MEC,DETI,2021,Ativo,a01545@ua.pt,Portugal,Trabalhador-Estudante
A01546,Filipa Fernandes,F,1996-07-07,LEB,DBIO,2019,Concluído,a01546@ua.pt,Moçambique,Internacional
A01547,Mariana Martins,M,1999-01-06,LQ,DQ,2020,Ativo,a01547@ua.pt,Portugal,Ordinário
A01548,Ana Monteiro,M,1994-08-06,MFIN,DEGEIT,2022,Ativo,a01548@ua.pt,Brasil,Ordinário
A01549,André Santos,M,1995-09-08,LEB,DBIO,2019,Ativo,a01549@ua.pt,Portugal,Ordinário
A01550,Leonor Ferreira,F,2004-04-20,LQ,DQ,2020,Ativo,a01550@ua.pt,Portugal,Ordinário
A01551,Tomás Jesus,M,1996-05-22,LF,DF,2025,Ativo,a01551@ua.pt,Portugal,Ordinário
A01552,Gonçalo Santos,F,2002-06-11,LEB,DBIO,2025,Ativo,a01552@ua.pt,Portugal,Ordinário
A01553,Afonso Ferreira,F,1998-09-15,LQ,DQ,2021,Ativo,a01553@ua.pt,Portugal,Ordinário
A01554,Gonçalo Rodrigues,F,1999-12-01,MED,DEP,2020,Ativo,a01554@ua.pt,Portugal,Ordinário
A01555,Luís Costa,F,1993-06-05,MIEEC,DETI,2023,Concluído,a01555@ua.pt,Portugal,Ordinário
